'device_type','device_id','aircraft_model','registration','cn','tracked','identified','device_idtype'
'F','DDF0FD','JS-3 18M','ZSGFC','OG','Y','Y','INTERNAL'
'F','DDF0FE','JS-3 18M','ZS-GFF','LG','Y','Y','INTERNAL'
'F','DDF101','Ventus 2CX','HB-3421','3L','Y','Y','INTERNAL'
'F','DDF105','LS-8a','LV-ECL','PL','Y','Y','INTERNAL'
'F','DDF106','Ventus 2','D-5471','Ac4','Y','Y','INTERNAL'
'F','DDF107','ASH-31 MI','D-KRPF','2P','Y','Y','INTERNAL'
'F','DDF108','LS-4','D-3144','BC','Y','Y','INTERNAL'
'F','DDF10E','LS-8 18','G-XWON','S8','Y','Y','INTERNAL'
'F','DDF10F','DG-300','D-2108','','Y','Y','INTERNAL'
'F','DDF110','Cirrus Std','PH-495','RSM','Y','Y','INTERNAL'
'F','DDF111','Ventus ct','D-KHEM','KW','Y','Y','INTERNAL'
'F','DDF113','LS-8','D-4872','X','Y','Y','INTERNAL'
'F','DDF114','LS-10','G-CILS','TT','Y','Y','INTERNAL'
'F','DDF115','Duo Discus xlt','R-17643','ER','Y','Y','INTERNAL'
'F','DDF116','Ventus c','F-CGLY','','Y','Y','INTERNAL'
'F','DDF117','LS-8 st 18','D-KBBR','BR','Y','Y','INTERNAL'
'F','DDF119','DG-800','D-KOCP','XO','Y','Y','INTERNAL'
'F','DDF11A','Discus','D-1764','BM','Y','Y','INTERNAL'
'F','DDF11C','Duo Discus','HB-3390','','Y','Y','INTERNAL'
'F','DDF11D','Ventus 2','F-CBIZ','Y','Y','Y','INTERNAL'
'F','DDF11E','Discus 2','D-1666','IF','Y','Y','INTERNAL'
'F','DDF11F','Ventus 2ct','F-CIJD','74','Y','Y','INTERNAL'
'F','DDF120','Discus 2cT','D-KEBF','BV','Y','Y','INTERNAL'
'F','DDF126','ASW-20','D-6499','99','Y','Y','INTERNAL'
'F','DDF12A','LS-8','D-8454','YL','Y','Y','INTERNAL'
'F','DDF12B','Duo Discus xlt','D-KEBQ','BQ','Y','Y','INTERNAL'
'F','DDF12C','Discus 2','F-CFDS','ET','Y','Y','INTERNAL'
'F','DDF12E','Taurus','F-JxEL','xEL','Y','Y','INTERNAL'
'F','DDF133','EB 28','DKOOL','13','Y','Y','INTERNAL'
'F','DDF134','ASH-25 MI','D-KDOV','OV','Y','Y','INTERNAL'
'F','DDF136','EB 29 D','D-KMWR','WR','Y','Y','INTERNAL'
'F','DDF16A','Libelle Std','D-0929','JC','Y','Y','INTERNAL'
'F','DDF16C','JS-3 15M','ZT-GAA','FM','Y','Y','INTERNAL'
'F','DDF16D','Arcus M','OM2323','TA3','Y','Y','INTERNAL'
'F','DDF16E','Discus','D-1725','BD','Y','Y','INTERNAL'
'F','DDF16F','Duo Discus t','D-KBVI','B6','Y','Y','INTERNAL'
'F','DDF171','JS-3 15M','ZS-GFM','FQ','Y','Y','INTERNAL'
'F','DDF8BF','ASW-20','OY-LUX','CB','Y','Y','INTERNAL'
'F','DDF919','Ventus ct','G-NJET','JET','Y','Y','INTERNAL'
'F','DDF91A','LS-8','L4','L4','Y','Y','INTERNAL'
'F','DDF91B','PIK-20 B','VH-UKX','UKX','Y','Y','INTERNAL'
'F','DDF91C','Pegase','DEVO','','Y','Y','INTERNAL'
'F','DDF91F','UFO','CC-TB2','TB2','Y','Y','INTERNAL'
'F','DDF922','Quintus','D-KWAB','XAB','Y','Y','INTERNAL'
'F','DDF924','ASW-20','G-DEOJ','968','Y','Y','INTERNAL'
'F','DDF925','DG-300','D-1891','CM','Y','Y','INTERNAL'
'F','DDF926','SZD-51 Junior','HDU','HDU','Y','Y','INTERNAL'
'F','DDF927','ASW-20','GCHYK','','Y','Y','INTERNAL'
'F','DDF928','LS-3','D-3936','VL','Y','Y','INTERNAL'
'F','DDF929','Nimbus 2 C','D-8747','','Y','Y','ICAO'
'F','DDF92A','SF-25','D-KTIY','IY','Y','Y','INTERNAL'
'F','DDF92E','LS-4','G-DEMG','EMG','Y','Y','INTERNAL'
'F','DDF930','ASW-15','OK-3983','6Y','Y','Y','INTERNAL'
'F','DDF931','ASK-21','D-7482','82','Y','Y','INTERNAL'
'F','DDF933','LS-6','SP-3918','BB','Y','Y','INTERNAL'
'F','DDF934','DR-400','G-OCGC','GC','Y','Y','INTERNAL'
'F','DDF936','DG-300','G-CKRF','KRF','Y','Y','INTERNAL'
'F','DDF93F','Mini Nimbus','CC-KWE','WE','Y','Y','INTERNAL'
'F','DDF942','HK36 Super Dimona','F-CJDM','','Y','Y','INTERNAL'
'F','DDF943','LS-4','F-CFZX','79','Y','Y','INTERNAL'
'F','DDF944','Nimbus 4','CC-LWE','WE','Y','Y','INTERNAL'
'F','DDF947','MS-893 Commodore','F-BNSX','SX','Y','Y','INTERNAL'
'F','DDF948','Ka-8','D-8657','57','Y','Y','INTERNAL'
'F','DDF94A','Astir CS-77','D-7694','94','Y','Y','INTERNAL'
'F','DDF94B','DR-400','F-GABK','BK','Y','Y','INTERNAL'
'F','DDF94D','Twin Astir II','F-CFYC','','Y','Y','INTERNAL'
'F','DDF950','Jodel D18','F-JSLG','','Y','Y','INTERNAL'
'F','DDF952','Towplane','F-PFDB','DB','Y','Y','INTERNAL'
'F','DDF953','Towplane','F-BPDA','','Y','Y','INTERNAL'
'F','DDF954','Astir Jeans','F-CFMT','MT','Y','Y','INTERNAL'
'F','DDF955','MS-893 Commodore','F-BPMI','MI','Y','Y','INTERNAL'
'F','DDF956','Twin Astir I','F-CKIM','','Y','Y','INTERNAL'
'F','DDF95B','Twin Astir I','D-2388','F7','Y','Y','INTERNAL'
'F','DDF95D','SZD-48-3 Jantar Std 3','D-0932','LG','Y','Y','INTERNAL'
'F','DDF95E','Robinson R22','HB-XQK','HSI','Y','Y','INTERNAL'
'F','DDF961','DG-400','D-KIKT','KT','Y','Y','INTERNAL'
'F','DDF965','Twin Astir II','F-CFYN','','Y','Y','INTERNAL'
'F','DDF967','Pilatus B4','CC-AJQ','JQ','Y','Y','INTERNAL'
'F','DDF968','Pegase','F-CGFI','FI','Y','Y','INTERNAL'
'F','DDF96D','Discus','F-CGGC','','Y','Y','INTERNAL'
'F','DDF96E','Marianne','F-CGMS','','Y','Y','INTERNAL'
'F','DDF96F','ASK-21','F-CITU','TU','Y','Y','INTERNAL'
'F','DDF971','Marianne','F-CGTC','TC','Y','Y','INTERNAL'
'F','DDF973','ASW-20','G-DERA','283','Y','Y','INTERNAL'
'F','DDF976','Astir CS-77','D-2901','','Y','Y','INTERNAL'
'F','DDF978','Ka-8','F-CEJD','JD','Y','Y','INTERNAL'
'F','DDF97A','LS-4','F-CFZT','ZT','Y','Y','INTERNAL'
'F','DDF97C','Astir Club','G-DEKF','EKF','Y','Y','INTERNAL'
'F','DDF981','ASK-16','D-KAXA','AMH','Y','Y','INTERNAL'
'F','DDF985','Astir Jeans','D-5916','L4','Y','Y','INTERNAL'
'F','DDF987','Towplane','F-PZAC','AC','Y','Y','INTERNAL'
'F','DDF98B','Duo Discus','R-17721','W2','Y','Y','INTERNAL'
'F','DDF98C','LAK-19 T','F-CJPV','','Y','Y','INTERNAL'
'F','DDF990','Twin Astir II','G-DEGN','EGN','Y','Y','INTERNAL'
'F','DDF992','Alliance 34','F-CJBB','BB','Y','Y','INTERNAL'
'F','DDF993','Astir CS','G-CHXM','HXM','Y','Y','INTERNAL'
'F','DDF994','ASK-13','G-CHSM','HSM','Y','Y','INTERNAL'
'F','DDF996','ASK-21','G-cjkz','R25','Y','Y','INTERNAL'
'F','DDF997','Unknown','R-17728','','Y','Y','INTERNAL'
'F','DDF999','Astir Club','G-CHUN','HUN','Y','Y','INTERNAL'
'F','DDF99B','Pegase','F-CGSF','SF','Y','Y','INTERNAL'
'F','DDF99C','SF-28','F-CFTM','TM','Y','Y','INTERNAL'
'F','DDF99D','miniLAK','LY-GQR','GLN','Y','Y','INTERNAL'
'F','DDF99E','ASK-21','G-CFYV','FYV','Y','Y','INTERNAL'
'F','DDF9A0','Alliance 34','F-CIHH','HH','Y','Y','INTERNAL'
'F','DDF9A2','ASK-21','G-EENK','ENK','Y','Y','INTERNAL'
'F','DDF9A4','ASK-13','G-cjkt','R7','Y','Y','INTERNAL'
'F','DDF9A5','Marianne','F-CBLH','LH','Y','Y','INTERNAL'
'F','DDF9A6','Duo Discus t','G-CKKE','F Z','Y','Y','INTERNAL'
'F','DDF9A7','Twin Astir II','G-DEWR','P70','Y','Y','INTERNAL'
'F','DDF9AA','ASK-21','G-ckgk','R28','Y','Y','INTERNAL'
'F','DDF9AB','ASK-23','G-CGCF','GCF','Y','Y','INTERNAL'
'F','DDF9AC','PA-25 Pawnee','G-NYMF','MF','Y','Y','INTERNAL'
'F','DDF9B1','DG-505','G-CHYE','913','Y','Y','INTERNAL'
'F','DDF9B2','ASK-21','G-cjkj','R21','Y','Y','INTERNAL'
'F','DDF9B3','LS-8 18','G-CJHY','LT','Y','Y','INTERNAL'
'F','DDF9B4','Twin Astir II','G-CKRH','KRH','Y','Y','INTERNAL'
'F','DDF9B6','Ka-8','G-DCMN','CMN','Y','Y','INTERNAL'
'F','DDF9B9','Janus C','G-CJVV','J50','Y','Y','INTERNAL'
'F','DDF9BB','DG-1000','F-CKKV','KV','Y','Y','INTERNAL'
'F','DDF9BD','DG-200','G-CJDD','JDD','Y','Y','INTERNAL'
'F','DDF9BF','Olympia 463','BGA1253','BUV','Y','Y','INTERNAL'
'F','DDF9C3','Discus','G-CHOR','T19','Y','Y','INTERNAL'
'F','DDF9C4','Astir CS-77','G-DDPO','DPO','Y','Y','INTERNAL'
'F','DDF9C5','Ka-6 cr','F-CCAV','','Y','Y','INTERNAL'
'F','DDF9C6','PA-18 Super Cub','CC-KWC','WC','Y','Y','INTERNAL'
'F','DDF9C7','ASW-20','G-CKCY','152','N','N','INTERNAL'
'F','DDF9C8','DG-500','G-CKNK','KNK','Y','Y','INTERNAL'
'F','DDF9C9','ASK-21','LN-GIF','IF','Y','Y','INTERNAL'
'F','DDF9CA','PA-18 Super Cub','CC-KWD','KWD','Y','Y','INTERNAL'
'F','DDF9CB','Twin Astir II','F-CFYE','T84','Y','Y','INTERNAL'
'F','DDF9CC','Astir CS','G-DDZU','DZU','Y','Y','INTERNAL'
'F','DDF9CF','DG-400','D-KGGE','','Y','Y','INTERNAL'
'F','DDF9D0','PIK-20 E','G-OFJC','PIK','Y','Y','INTERNAL'
'F','DDF9D1','Cirrus Std','G-CHXX','HXX','Y','Y','INTERNAL'
'F','DDF9D2','Pilatus B4','CC-K15W','5W','Y','Y','INTERNAL'
'F','DDF9D4','Marianne','F-CVVK','VK','Y','Y','INTERNAL'
'F','DDF9D5','Pegase','G-CLGW','RN','Y','Y','INTERNAL'
'F','DDF9D6','Mini Nimbus','CC-KWX','WX','Y','Y','INTERNAL'
'F','DDF9D7','Blanik','CC-KWN','WN','Y','Y','INTERNAL'
'F','DDF9D8','Ventus 2','CC-PQV','QV','Y','Y','INTERNAL'
'F','DDF9D9','Cirrus','F-CEFV','FV','Y','Y','INTERNAL'
'F','DDF9DB','MS-893 Commodore','F-BPMN','','Y','Y','INTERNAL'
'F','DDF9DD','PA-18 Super Cub','CC-KWI','','Y','Y','INTERNAL'
'F','DDF9DF','JS-1 C18 Evo','ZSGCW','EVO','Y','Y','INTERNAL'
'F','DDF9E0','LS-4','F-XXJC','JC','Y','Y','INTERNAL'
'F','DDF9E5','LS-8 18','R-17776','K8','Y','Y','INTERNAL'
'F','DDF9E6','Pegase','F-CHFQ','PFQ','Y','Y','INTERNAL'
'F','DDF9E8','ASK-13','D-0240','RN','Y','Y','INTERNAL'
'F','DDF9E9','ASK-13','F-CEAL','AL','Y','Y','INTERNAL'
'F','DDF9EA','Duo Discus','D-1412','PS','Y','Y','INTERNAL'
'F','DDF9EB','Twin Astir II','F-CFHU','T46','Y','Y','INTERNAL'
'F','DDF9EE','Ka-6 cr','D-9030','30','Y','Y','INTERNAL'
'F','DDF9EF','Twin Astir II','F-CFHY','','Y','Y','INTERNAL'
'F','DDF9F1','DG-300','D-5984','JA','Y','Y','INTERNAL'
'F','DDF9F2','Ventus cM','OK-3121','SNK','Y','Y','INTERNAL'
'F','DDF9F3','LS-4','F-CESX','V60','Y','Y','INTERNAL'
'F','DDF9F6','ASK-13','G-CHMV','HMV','Y','Y','INTERNAL'
'F','DDF9F7','SZD-50 Puchacz','D-2655','P55','Y','Y','INTERNAL'
'F','DDF9F9','Calif A21S','G-CKNC','21S','Y','Y','INTERNAL'
'F','DDF9FA','Cirrus','G-DCFK','','Y','Y','INTERNAL'
'F','DDF9FB','DR-400','D-ELFS','FS','Y','Y','INTERNAL'
'F','DDF9FC','Robinson R44','D-HABZ','FOT','Y','Y','INTERNAL'
'F','DDF9FD','DG-100','D-8057','34','Y','Y','INTERNAL'
'F','DDF9FE','ASH-31 MI','R-17794','S2','Y','Y','INTERNAL'
'F','DDFA03','Pegase','F-CGOB','OB','Y','Y','INTERNAL'
'F','DDFA04','Ka-6 e','D-6976','','Y','Y','INTERNAL'
'F','DDFA05','Unknown','D-0084','','Y','Y','INTERNAL'
'F','DDFA06','LS-4 W','F-CMJO','JO','Y','Y','INTERNAL'
'F','DDFA09','Marianne','F-CGME','ME','Y','Y','INTERNAL'
'F','DDFA0B','Ka-6 e','HA-5046','K6','Y','Y','INTERNAL'
'F','DDFA0D','Blanik','CC-KWM','WM','Y','Y','INTERNAL'
'F','DDFA0E','Twin Astir II','F-CFKS','KS','Y','Y','INTERNAL'
'F','DDFA10','Libelle Club','PH-1633','33','Y','Y','INTERNAL'
'F','DDFA17','ASW-19','D-3754','50','Y','Y','INTERNAL'
'F','DDFA18','Astir Jeans','F-CFMM','','Y','Y','INTERNAL'
'F','DDFA19','Ventus 2cxT','GCKGA','370','Y','Y','INTERNAL'
'F','DDFA1B','ASK-13','F-CEJW','JW','Y','Y','INTERNAL'
'F','DDFA24','ASK-13','F-CYBN','','Y','Y','INTERNAL'
'F','DDFA26','LS-4','F-CHPB','XF','Y','Y','INTERNAL'
'F','DDFA27','DG-500','F-CHJK','JK','Y','Y','INTERNAL'
'F','DDFA2A','Pegase','F-CHGN','GN','Y','Y','INTERNAL'
'F','DDFA2C','Libelle Std','F-CDPS','707','Y','Y','INTERNAL'
'F','DDFA2D','WA26 Squale','F-CDUR','','Y','Y','INTERNAL'
'F','DDFA2E','Mosquito','F-CELT','M14','Y','Y','INTERNAL'
'F','DDFA31','Jodel D140','F-BIZE','','Y','Y','INTERNAL'
'F','DDFA33','Astir Jeans','F-CFMQ','WMQ','Y','Y','INTERNAL'
'F','DDFA3A','ASW-27','D-8518','MT','Y','Y','INTERNAL'
'F','DDFA3B','DG-400','VH-GMD','.MD','Y','Y','INTERNAL'
'F','DDFA3D','Cessna 208','M-ZELL','ELL','Y','Y','INTERNAL'
'F','DDFA3E','LS-8 18','D-2836','XH','Y','Y','INTERNAL'
'F','DDFA3F','Pegase','F-CHEV','EV','Y','Y','INTERNAL'
'F','DDFA40','Piccolo B','D-KTAW','AW','Y','Y','INTERNAL'
'F','DDFA42','Pegase','F-CHKQ','KQ','Y','Y','INTERNAL'
'F','DDFA45','Discus','D-1250','UJ','Y','Y','INTERNAL'
'F','DDFA49','LS-6 18','D-7351','51','Y','Y','INTERNAL'
'F','DDFA4A','Pegase','F-CGBP','BA','Y','Y','INTERNAL'
'F','DDFA4D','RF 5 b','F-CBOT','','Y','Y','INTERNAL'
'F','DDFA4F','Cessna 206','HA-SVA','SVA','Y','Y','INTERNAL'
'F','DDFA50','SZD-55','D-5560','NE','Y','Y','INTERNAL'
'F','DDFA52','DG-808 B','G-BYEC','23','Y','Y','INTERNAL'
'F','DDFA55','Ka-6 e','F-CDYG','YG','Y','Y','INTERNAL'
'F','DDFA59','Astir CS','D-7426','','Y','Y','INTERNAL'
'F','DDFA5E','ASK-21','F-CBDU','DU','Y','Y','INTERNAL'
'F','DDFA5F','LS-1 f','OK-3137','V2','Y','Y','INTERNAL'
'F','DDFA61','Cirrus Std','F-CFDB','SW','Y','Y','INTERNAL'
'F','DDFA6B','DG-100','D-2587','IJL','Y','Y','INTERNAL'
'F','DDFA6C','Arcus T','D-KSBA','','Y','Y','INTERNAL'
'F','DDFA6D','Janus C','CC-LWA','WA','Y','Y','INTERNAL'
'F','DDFA6E','Pilatus B4','CC-K14W','14','Y','Y','INTERNAL'
'F','DDFA70','Astir Jeans','D-2549','','Y','Y','INTERNAL'
'F','DDFA71','ASK-23','D-5547','47','Y','Y','INTERNAL'
'F','DDFA73','Ka-8','F-CBBN','','Y','Y','INTERNAL'
'F','DDFA77','ASW-20','D-3378','PN','Y','Y','INTERNAL'
'F','DDFA7A','Ka-8','D-0901','K8','Y','Y','INTERNAL'
'F','DDFA7B','Pilatus B4','CC-K1W','1W','Y','Y','INTERNAL'
'F','DDFA7D','DG-500','G-CHNA','HNA','Y','Y','INTERNAL'
'F','DDFA7F','Discus','R-17847','RR','Y','Y','INTERNAL'
'F','DDFA80','Ka-8','4X-GKG','','Y','Y','INTERNAL'
'F','DDFA81','Ventus 2ct','CC-PQZ','QZ','Y','Y','INTERNAL'
'F','DDFA87','LS-8','D-2496','MX','Y','Y','INTERNAL'
'F','DDFA8C','Ka-6 e','F-CDRA','RA','Y','Y','INTERNAL'
'F','DDFA91','Mosquito','LN-GLM','LM','Y','Y','INTERNAL'
'F','DDFA95','LS-1 c','D-1030','30','Y','Y','INTERNAL'
'F','DDFA97','Astir Club','F-CFMK','MK','Y','Y','INTERNAL'
'F','DDFA98','ASW-20','D-1803','NL','Y','Y','INTERNAL'
'F','DDFA99','Ka-6 cr','D-8032','','Y','Y','INTERNAL'
'F','DDFA9A','Ka-6 e','D-1233','H33','Y','Y','INTERNAL'
'F','DDFA9C','Twin Astir I','F-CFBE','T05','Y','Y','INTERNAL'
'F','DDFA9D','Astir CS-77','D-5914','14','Y','Y','INTERNAL'
'F','DDFA9E','LS-4','F-CFZI','ZI','Y','Y','INTERNAL'
'F','DDFA9F','ASW-20','F-CFLI','LI','Y','Y','INTERNAL'
'F','DDFAA0','Pegase Trainer','F-CVVF','VF','Y','Y','INTERNAL'
'F','DDFAA2','Twin Astir III','F-CGXJ','SJ','Y','Y','INTERNAL'
'F','DDFAA3','Blanik','K11W','11','Y','Y','INTERNAL'
'F','DDFAA5','Discus','D-4805','YYX','Y','Y','INTERNAL'
'F','DDFAA7','ASW-15','G-CHTC','HTC','Y','Y','INTERNAL'
'F','DDFAAD','Ka-8','F-CMNA','NA','Y','Y','INTERNAL'
'F','DDFAAE','Pegase','F-CHEG','B85','Y','Y','INTERNAL'
'F','DDFAB1','SF-28','F-CFTN','','Y','Y','INTERNAL'
'F','DDFAB3','MS-893 Commodore','F-BNSD','','Y','Y','INTERNAL'
'F','DDFAB4','SF-25','F-COAG','','Y','Y','INTERNAL'
'F','DDFAB5','SF-28','F-CFJH','JH','Y','Y','INTERNAL'
'F','DDFAB8','Cirrus Std','G-DDZF','152','Y','Y','INTERNAL'
'F','DDFAB9','Ikarus C42 B','F-JVJP','JP','Y','Y','INTERNAL'
'F','DDFABC','Pilatus B4','CC-K16W','6W','Y','Y','INTERNAL'
'F','DDFABF','LS-4','G-CKCB','MY','Y','Y','INTERNAL'
'F','DDFAC0','LS-1 d','F-CEHT','HT','Y','Y','INTERNAL'
'F','DDFAC1','LS-4','G-DETY','ETY','Y','Y','INTERNAL'
'F','DDFAC3','Astir Club','F-CFMR','MR','Y','Y','INTERNAL'
'F','DDFACE','Cirrus','VH-GZR','ZR','Y','Y','INTERNAL'
'F','DDFACF','RF 5','D-KATO','','Y','Y','INTERNAL'
'F','DDFAD0','LS-4','LN-GLF','LF','Y','Y','ICAO'
'F','DDFAD4','SF-28','F-CEYT','YT','Y','Y','INTERNAL'
'F','DDFAD5','Blanik','CC-KWV','WV','Y','Y','INTERNAL'
'F','DDFAD6','Mini Nimbus','CC-KWY','WY','Y','Y','INTERNAL'
'F','DDFAD7','PA-18 Super Cub','CC-PRW','','Y','Y','INTERNAL'
'F','DDFAD8','Unknown','F-AZGV','GV','Y','Y','INTERNAL'
'F','DDFADA','Janus A','F-CEPB','PB','Y','Y','INTERNAL'
'F','DDFADB','Nimbus 2 C','CC-PXY','XY','Y','Y','INTERNAL'
'F','DDFADC','Alliance 34','F-CIHV','HV','Y','Y','INTERNAL'
'F','DDFADF','Glasflugel 304','D-0950','','Y','Y','INTERNAL'
'F','DDFAE0','LET L-33 Solo','CC-KWP','WP','Y','Y','INTERNAL'
'F','DDFAE1','MS-893 Commodore','F-BMNT','','Y','Y','INTERNAL'
'F','DDFAE3','Pegase','F-CGSH','SH','Y','Y','INTERNAL'
'F','DDFAE4','Alliance 34','F-CJBA','','Y','Y','INTERNAL'
'F','DDFAE5','SZD-50 Puchacz','D-7643','','Y','Y','INTERNAL'
'F','DDFAE6','Baby','MO1','MO1','Y','Y','INTERNAL'
'F','DDFAEA','ASK-13','G-CJXM','JXM','Y','Y','INTERNAL'
'F','DDFAEE','Ventus','CC-LWD','3','Y','Y','INTERNAL'
'F','DDFAEF','ASK-21','F-CITV','','Y','Y','INTERNAL'
'F','DDFAF0','SZD-9 Bocian','D-9384','','Y','Y','INTERNAL'
'F','DDFAF1','DG-808 C','D-KTWR','WR','Y','Y','INTERNAL'
'F','DDFAF4','PA-18 Super Cub','CC-KWQ','','Y','Y','INTERNAL'
'F','DDFAF5','Midour','F-PVAV','AV','Y','Y','INTERNAL'
'F','DDFAF6','SZD-41 Jantar Std','D-9407','','Y','Y','INTERNAL'
'F','DDFAF8','Mini Nimbus','CC-K23W','23','Y','Y','INTERNAL'
'F','DDFAF9','Pilatus B4','D-7500','XK','Y','Y','INTERNAL'
'F','DDFAFA','Different Aircraft','BWFL1','1BW','Y','Y','INTERNAL'
'F','DDFAFB','Phoenix','73PU','','Y','Y','INTERNAL'
'F','DDFAFD','Ventus cM','D-KGSW','R1','Y','Y','INTERNAL'
'F','DDFB00','LS-1 c','D-0725','','Y','Y','INTERNAL'
'F','DDFB02','LAK-17 AT','D-KHSO','5B','Y','Y','INTERNAL'
'F','DDFB03','Duo Discus','D-5776','RA','Y','Y','INTERNAL'
'F','DDFB07','DR-400','D-EOHG','','Y','Y','INTERNAL'
'F','DDFB09','WA30 Bijave','F-CCZI','ZI','Y','Y','INTERNAL'
'F','DDFB0C','ASW-24 E','D-KKBM','MT','Y','Y','INTERNAL'
'F','DDFB0F','Different Aircraft','BWFL2','2BW','Y','Y','INTERNAL'
'F','DDFB11','Astir Jeans','F-CADO','','Y','Y','INTERNAL'
'F','DDFB13','ASK-13','D-0240','RN','Y','Y','INTERNAL'
'F','DDFB14','ASK-13','D-2377','','Y','Y','INTERNAL'
'F','DDFB17','Robinson R22','HB-ZMP','HSI','Y','Y','INTERNAL'
'O','DDFB19','Duo Discus','VH-WVS','VS','Y','Y','INTERNAL'
'F','DDFB1C','M-200 Foehn','VH-GTG','','Y','Y','INTERNAL'
'F','DDFB1E','Sinus','F-JSLZ','SLZ','Y','Y','INTERNAL'
'F','DDFB1F','Janus B','F-CHOC','J23','Y','Y','INTERNAL'
'F','DDFB26','Astir CS','VH-WQG','WQG','Y','Y','INTERNAL'
'F','DDFB28','Janus B','F-CFAJ','MAJ','Y','Y','INTERNAL'
'F','DDFB2B','Pegase','F-CGSQ','','Y','Y','INTERNAL'
'F','DDFB2E','Astir Club','4x-GAH','','Y','Y','INTERNAL'
'F','DDFB2F','Kestrel','VH-GXC','XC','Y','Y','INTERNAL'
'F','DDFB31','DG-100','OK5842','RR','Y','Y','INTERNAL'
'F','DDFB34','Astir Jeans','F-CFCJ','CJ','Y','Y','INTERNAL'
'F','DDFB36','Twin Astir II','4X-GFR','','Y','Y','INTERNAL'
'F','DDFB3D','Ka-7','4X-GKT','','Y','Y','INTERNAL'
'F','DDFB41','EC 120','HB-ZKQ','HZU','Y','Y','INTERNAL'
'F','DDFB46','L 13 SEH Vivat','LN-GIA','IA','Y','Y','ICAO'
'F','DDFB49','Robinson R66','HB-ZSF','RFU','Y','Y','INTERNAL'
'F','DDFB4C','ASW-15','4x-GDT','','Y','Y','INTERNAL'
'F','DDFB50','Pegase','F-CGEV','212','Y','Y','INTERNAL'
'F','DDFB54','Twin Astir II','F-CUZE','D50','Y','Y','INTERNAL'
'F','DDFB56','Pegase','R-17941','B14','Y','Y','INTERNAL'
'F','DDFB5B','Topaze','F-CEEN','','Y','Y','INTERNAL'
'F','DDFB5D','Astir Club','4X-GIM','','Y','Y','INTERNAL'
'F','DDFB60','Ground Station','testUri','','Y','Y','INTERNAL'
'F','DDFB61','DG-500','F-CILL','LL','Y','Y','INTERNAL'
'F','DDFB62','LS-1 d','F-CEHK','','Y','Y','INTERNAL'
'F','DDFB66','Pegase','F-CGSK','298','Y','Y','INTERNAL'
'F','DDFB67','LS-1 d','D-0664','','Y','Y','INTERNAL'
'F','DDFB68','Twin Astir I','R-17949','T12','Y','Y','INTERNAL'
'F','DDFB6B','Alliance 34','F-CIHD','','Y','Y','INTERNAL'
'F','DDFB6C','Duo Discus','F-CILA','AM2','Y','Y','INTERNAL'
'F','DDFB6D','ASK-13','F-CYPI','','Y','Y','INTERNAL'
'F','DDFB6E','ASH-25 EB','D-KBTP','TP','Y','Y','INTERNAL'
'F','DDFB6F','HK36 Super Dimona','HB-2363','363','Y','Y','INTERNAL'
'F','DDFB9E','Astir CS','D-3277','','Y','Y','INTERNAL'
'F','DDFD01','ASK-13','F-CHPD','MPD','Y','Y','INTERNAL'
'F','DDFD02','LS-4','F-CAZO','ZO','Y','Y','INTERNAL'
'F','DDFD04','Pegase','F-CHDK','MDK','Y','Y','INTERNAL'
'F','DDFD05','LS-7','SP-4008','ZR','Y','Y','INTERNAL'
'F','DDFD06','Pegase','F-CHFM','','Y','Y','INTERNAL'
'F','DDFD09','ASK-13','F-CBBY','MBY','Y','Y','INTERNAL'
'F','DDFD0A','ASK-21','F-CHIE','IE','Y','Y','INTERNAL'
'F','DDFD0B','ASK-13','F-CDYO','YO','Y','Y','INTERNAL'
'F','DDFD0D','Pegase','F-CFXT','F1','Y','Y','INTERNAL'
'F','DDFD12','ASK-13','F-CHSE','MSE','Y','Y','INTERNAL'
'F','DDFD15','Pegase','F-CHDN','MDN','Y','Y','INTERNAL'
'F','DDFD16','Pegase','F-CGBG','BG','Y','Y','INTERNAL'
'F','DDFD1B','Ka-8','F-CHSF','MSF','Y','Y','INTERNAL'
'F','DDFD1C','ASK-21 MI','VH-GVS','VS','Y','Y','INTERNAL'
'F','DDFD1E','LS-8','D-2579','6N','Y','Y','INTERNAL'
'F','DDFD1F','Ventus c','CC-PYV','YV','Y','Y','INTERNAL'
'F','DDFD23','Astir CS','R-17972','AI','Y','Y','INTERNAL'
'F','DDFD26','DG-500','D-3460','HS','Y','Y','INTERNAL'
'F','DDFD27','Nimbus 2','N2','N2','Y','Y','INTERNAL'
'F','DDFD28','Duo Discus','F-CIDI','DI','Y','Y','INTERNAL'
'F','DDFD30','Twin Astir I','R-17976','YU','Y','Y','INTERNAL'
'F','DDFD33','Pegase','F-CGHK','E17','Y','Y','INTERNAL'
'F','DDFD34','Pilatus PC-6','F-GOSP','','Y','Y','INTERNAL'
'F','DDFD35','DR-400','F-GDKL','KL','Y','Y','INTERNAL'
'F','DDFD36','LS-4','D-8958','58','Y','Y','INTERNAL'
'F','DDFD38','Astir CS','D-3273','BL','Y','Y','INTERNAL'
'F','DDFD3B','Helicopter','R-17982','SAF','Y','Y','INTERNAL'
'F','DDFD3C','MS-893 Commodore','F-BSVX','VX','Y','Y','INTERNAL'
'F','DDFD3E','LS-6','F-CBET','ET','Y','Y','INTERNAL'
'F','DDFD41','PA-25 Pawnee','F-GHSQ','SQ','Y','Y','INTERNAL'
